100000,4999950000,99990,299970,9.131877,1536090,0,3337856,0.008775,3019558,1574608,4723824,0.009193,inputs/input1.txt
100000,4999950000,99993,299979,8.847259,1536773,0,3337856,0.007712,3019513,1574725,4724175,0.009211,inputs/input2.txt
100000,4999950000,99991,299973,9.011634,1536095,0,3337856,0.008601,3019499,1575073,4725219,0.008392,inputs/input3.txt
